Account_ID,Date,Transaction_details,Chq_no,Value_date,Withdrawal_amt,Withdrawal_currency,Deposit_amt,Deposit_currency,Balance_amt
ACC0041,2024-06-26,Look animal site.,8092901,2024-06-26,1318.2,JPY,0.0,,70757.14
ACC0020,2024-06-26,Writer court set away.,5789124,2024-06-26,735.69,USD,0.0,,61800.83
ACC0020,2024-06-26,Instead pattern gas race almost perhaps during.,,2024-06-26,1752.58,SGD,0.0,,20730.37
ACC0023,2024-06-26,Development then election girl wrong.,3774494,2024-06-26,0.0,,4453.33,JPY,32035.38
ACC0017,2024-06-26,Cause public lay against home may.,7177996,2024-06-26,0.0,,4331.51,SGD,94199.09
ACC0035,2024-06-26,Purpose rule data best civil economic.,,2024-06-26,3311.7,GBP,0.0,,65514.87
ACC0039,2024-06-26,Five fund technology attorney away when.,1265758,2024-06-26,0.0,,1819.23,GBP,17674.56
ACC0047,2024-06-27,Money you old office.,4580024,2024-06-27,0.0,,4940.67,EUR,82112.72
ACC0048,2024-06-27,Bank record remain her media.,0440825,2024-06-27,0.0,,3021.84,JPY,27196.99
ACC0045,2024-06-27,Stand understand late federal my better popular.,7124939,2024-06-27,0.0,,4302.63,EUR,28165.26
ACC0013,2024-06-27,Part popular entire herself practice.,,2024-06-27,0.0,,2082.71,SGD,30344.33
ACC0042,2024-06-27,Want ok tonight none.,2119955,2024-06-27,3913.37,SGD,0.0,,8115.97
ACC0048,2024-06-27,Former can safe detail improve discussion.,,2024-06-27,4920.11,USD,0.0,,71474.04
ACC0021,2024-06-27,Go travel benefit west worry firm.,4410929,2024-06-27,0.0,,2669.99,SGD,79024.49
ACC0025,2024-06-27,Set value marriage little than scientist security similar.,7450687,2024-06-27,4850.04,JPY,0.0,,9635.63
ACC0002,2024-06-27,Election religious amount decide cup usually training.,9042232,2024-06-27,0.0,,1352.46,JPY,55771.35
ACC0035,2024-06-28,Film stuff art recently baby fight.,,2024-06-28,0.0,,4870.51,GBP,30574.96
ACC0004,2024-06-28,Night today on blood modern remember control son.,7022767,2024-06-28,0.0,,3748.66,GBP,62969.27
ACC0043,2024-06-28,Article family shake care knowledge our should.,,2024-06-28,0.0,,1810.13,USD,8491.26
ACC0033,2024-06-28,Base develop weight watch close.,,2024-06-28,0.0,,508.5,INR,21704.61
ACC0045,2024-06-28,Lead open remember science theory.,3850790,2024-06-28,4541.15,EUR,0.0,,10368.7
ACC0045,2024-06-28,Book nature condition research here kind.,,2024-06-28,1588.04,EUR,0.0,,25228.94
ACC0016,2024-06-28,Special some parent cut.,5042969,2024-06-28,0.0,,1693.01,GBP,42384.57
ACC0038,2024-06-28,Concern soldier way rate out various.,7571851,2024-06-28,0.0,,3606.7,INR,74610.93
ACC0031,2024-06-29,Main able rest maybe bad.,0150313,2024-06-29,0.0,,3614.83,JPY,8901.79
ACC0018,2024-06-29,Two own behavior live.,,2024-06-29,0.0,,4136.56,SGD,16955.43
ACC0039,2024-06-29,Add enough near out hard identify.,,2024-06-29,0.0,,4004.58,USD,56857.69
ACC0045,2024-06-29,Argue member big state.,0555632,2024-06-29,2384.63,EUR,0.0,,44200.54
ACC0010,2024-06-29,Scene he together approach art bit coach.,8981938,2024-06-29,0.0,,4344.28,GBP,6956.21
ACC0041,2024-06-29,Family quality necessary test tell huge her.,,2024-06-29,2728.57,INR,0.0,,78311.28
ACC0014,2024-06-30,Yes respond avoid significant.,,2024-06-30,3555.45,EUR,0.0,,56557.84
ACC0047,2024-06-30,Chance bar account keep describe mouth.,5166509,2024-06-30,0.0,,2144.52,INR,97592.24
ACC0018,2024-06-30,Heavy major owner everybody.,,2024-06-30,3519.09,GBP,0.0,,10914.98
ACC0021,2024-06-30,Join identify should maintain shoulder.,,2024-06-30,3382.44,INR,0.0,,19118.45
ACC0014,2024-06-30,Fund no run region.,8280869,2024-06-30,0.0,,1937.1,USD,68613.19
ACC0033,2024-06-30,Serious the administration.,8233511,2024-06-30,0.0,,1074.32,EUR,34396.64
ACC0024,2024-06-30,Budget since up word soldier through such share.,,2024-06-30,0.0,,572.35,EUR,41178.01
ACC0040,2024-06-30,Leg central professor realize but goal.,,2024-06-30,3035.26,INR,0.0,,73737.6
ACC0032,2024-06-30,Should relationship likely agency best politics.,,2024-06-30,0.0,,2362.69,USD,99463.82
ACC0042,2024-07-01,Right activity anything sell store.,4003605,2024-07-01,0.0,,2529.53,USD,60574.37
ACC0023,2024-07-01,Car us truth traditional high despite expect attorney.,2184245,2024-07-01,0.0,,3580.97,USD,28604.54
ACC0014,2024-07-01,Evidence official develop affect door.,,2024-07-01,4118.62,USD,0.0,,41501.37
ACC0035,2024-07-01,Task report world stock capital capital growth.,,2024-07-01,0.0,,2272.12,USD,64043.35
ACC0047,2024-07-01,Top determine modern late chance.,,2024-07-01,0.0,,4647.48,GBP,40876.1
ACC0030,2024-07-01,Half get it dinner part peace those.,,2024-07-01,0.0,,4937.28,USD,51647.12
ACC0025,2024-07-01,Interest media parent consumer article.,7886237,2024-07-01,889.95,GBP,0.0,,65509.67
ACC0024,2024-07-01,Road suffer particular assume.,,2024-07-01,0.0,,4484.27,USD,8938.18
ACC0019,2024-07-02,Face television per old it wish.,,2024-07-02,765.22,EUR,0.0,,53008.92
ACC0027,2024-07-02,Sea move college state.,,2024-07-02,2891.34,EUR,0.0,,10387.7
ACC0018,2024-07-02,Soon method must share indicate add candidate.,,2024-07-02,0.0,,963.37,INR,46818.4
ACC0004,2024-07-02,Official among for step catch.,1072322,2024-07-02,513.8,INR,0.0,,6426.04
ACC0046,2024-07-02,Drug quickly of part style writer left.,2722045,2024-07-02,0.0,,1964.05,EUR,48061.88
ACC0050,2024-07-03,Yet we able chance almost.,,2024-07-03,1083.97,SGD,0.0,,23844.25
ACC0034,2024-07-03,Special daughter several American thing deal but.,6099619,2024-07-03,3780.01,USD,0.0,,76388.61
ACC0050,2024-07-03,She college mind care.,0889796,2024-07-03,0.0,,1919.7,USD,46680.8
ACC0019,2024-07-03,National most marriage.,8186785,2024-07-03,1342.67,GBP,0.0,,91522.85
ACC0038,2024-07-03,Child road drive often.,4447833,2024-07-03,0.0,,123.7,INR,5558.75
ACC0042,2024-07-03,Camera prove employee us model.,0092157,2024-07-03,0.0,,2291.23,USD,62126.69
ACC0006,2024-07-03,None door happen main drop hear year.,9913019,2024-07-03,0.0,,4871.5,GBP,17567.53
ACC0014,2024-07-03,Recently head hit population rate.,1205249,2024-07-03,1129.68,JPY,0.0,,55475.08
ACC0019,2024-07-04,Suggest let may morning this.,,2024-07-04,3379.29,JPY,0.0,,61657.46
ACC0037,2024-07-04,Scene blue group fact heart light.,5441378,2024-07-04,3961.44,SGD,0.0,,17356.12
ACC0003,2024-07-04,Break character smile stand.,,2024-07-04,2384.28,USD,0.0,,24938.97
ACC0002,2024-07-04,Education late say cup anything anyone.,,2024-07-04,1205.06,GBP,0.0,,59769.72
ACC0004,2024-07-04,Situation one country quality those government easy able.,,2024-07-04,1713.78,GBP,0.0,,19806.45
ACC0007,2024-07-05,Cut pass impact get evidence.,0154316,2024-07-05,0.0,,591.28,INR,96533.08
ACC0035,2024-07-05,Exist real truth yet full director region offer.,1609922,2024-07-05,0.0,,2139.89,SGD,42784.67
ACC0018,2024-07-05,Ago seat dog image between.,,2024-07-05,1856.45,INR,0.0,,96916.02
ACC0007,2024-07-05,Two perform newspaper center television court public family.,,2024-07-05,3968.47,INR,0.0,,56614.76
ACC0001,2024-07-05,Quality suddenly activity space minute stage.,,2024-07-05,0.0,,4459.07,INR,59795.41
ACC0031,2024-07-06,Trial method meet choose air room.,,2024-07-06,1248.39,GBP,0.0,,78040.8
ACC0034,2024-07-06,Case myself site.,5663507,2024-07-06,2186.89,USD,0.0,,31347.62
ACC0034,2024-07-06,Few bag father deep.,6294179,2024-07-06,0.0,,4515.09,EUR,20151.95
ACC0033,2024-07-06,Pm large save late watch.,5066503,2024-07-06,602.83,SGD,0.0,,68277.28
ACC0040,2024-07-06,Night tax agreement draw oil chance.,0784154,2024-07-06,0.0,,1187.96,USD,73607.93
ACC0010,2024-07-07,Pretty he red vote.,,2024-07-07,3427.01,INR,0.0,,37489.58
ACC0043,2024-07-07,Experience morning anything.,,2024-07-07,0.0,,3692.65,JPY,5159.34
ACC0011,2024-07-07,Study physical strong foreign.,,2024-07-07,0.0,,4855.93,GBP,52826.12
ACC0005,2024-07-07,Still loss help four drop.,3290037,2024-07-07,433.68,JPY,0.0,,24997.85
ACC0015,2024-07-07,For set similar manager fund.,,2024-07-07,1240.03,SGD,0.0,,32509.72
ACC0044,2024-07-07,Thank enough understand beyond several next pass.,,2024-07-07,3364.25,SGD,0.0,,24720.5
ACC0036,2024-07-07,Big others face thank culture.,4944129,2024-07-07,3191.88,EUR,0.0,,46359.19
ACC0035,2024-07-07,Report but this this street wish hour.,0534311,2024-07-07,0.0,,4140.3,GBP,42872.48
ACC0046,2024-07-07,Something those approach several describe floor.,2332672,2024-07-07,3472.98,INR,0.0,,78583.84
ACC0037,2024-07-08,Need although here rule camera mention green.,,2024-07-08,4257.55,GBP,0.0,,27197.86
ACC0029,2024-07-08,Happen bag anything section within.,0672986,2024-07-08,0.0,,1132.85,INR,75795.3
ACC0036,2024-07-08,Everyone enter itself join anything fire.,,2024-07-08,0.0,,1220.21,EUR,62838.97
ACC0041,2024-07-08,Project dark pull prepare say woman.,,2024-07-08,0.0,,4917.4,USD,31614.28
ACC0032,2024-07-08,Religious force he senior anything various where.,,2024-07-08,0.0,,1658.39,JPY,41639.24
ACC0040,2024-07-08,Run official site open class.,1792568,2024-07-08,121.93,USD,0.0,,7163.32
ACC0027,2024-07-08,Ready a pay state realize space capital.,8968543,2024-07-08,0.0,,891.9,JPY,7413.41
ACC0040,2024-07-08,Challenge it bill standard.,4202126,2024-07-08,2694.85,JPY,0.0,,88999.02
ACC0042,2024-07-08,Feel business professor dog reach state.,7839281,2024-07-08,0.0,,3402.41,USD,42833.19
ACC0023,2024-07-09,Everybody hear price front fear want.,,2024-07-09,0.0,,1048.91,INR,75271.18
ACC0012,2024-07-09,Kid water world approach none.,,2024-07-09,0.0,,251.02,JPY,49236.07
ACC0050,2024-07-09,Seven officer apply letter food cover.,6158404,2024-07-09,1016.43,EUR,0.0,,59287.57
ACC0011,2024-07-09,Focus sea score lawyer someone section.,,2024-07-09,762.33,GBP,0.0,,85303.02
ACC0031,2024-07-09,Experience hit gas time product treatment.,,2024-07-09,211.47,USD,0.0,,97062.44
ACC0035,2024-07-09,Quality treatment against seem.,,2024-07-09,0.0,,1113.16,USD,84927.41
ACC0026,2024-07-10,Focus you join whose.,4681163,2024-07-10,4709.22,GBP,0.0,,56148.46
ACC0023,2024-07-10,Before sit pretty others and.,2425732,2024-07-10,2014.82,SGD,0.0,,25831.86
ACC0004,2024-07-10,Seven source Mrs remember across plan finally also.,0606406,2024-07-10,1667.29,INR,0.0,,35509.4
ACC0017,2024-07-10,Lot agree project or him remain.,6315060,2024-07-10,0.0,,1088.12,JPY,6059.42
ACC0045,2024-07-10,Of family six billion skill option sit.,,2024-07-10,822.02,EUR,0.0,,78980.57
ACC0019,2024-07-10,Just whatever believe for.,,2024-07-10,3769.15,USD,0.0,,87407.65
ACC0014,2024-07-10,Baby sell over between voice able.,,2024-07-10,0.0,,1166.47,GBP,98889.16
ACC0044,2024-07-11,Hear develop movement without.,,2024-07-11,4699.15,USD,0.0,,13618.58
ACC0018,2024-07-11,Its lawyer them would until food former capital.,,2024-07-11,0.0,,2571.81,JPY,21888.4
ACC0022,2024-07-11,Event wait black president.,4323517,2024-07-11,4652.55,USD,0.0,,47280.82
ACC0037,2024-07-11,A have sell method degree become something.,4796682,2024-07-11,0.0,,4453.0,JPY,81632.09
ACC0009,2024-07-11,Share stock tree democratic car weight.,,2024-07-11,4006.84,GBP,0.0,,68900.42
ACC0044,2024-07-11,Read resource turn whom imagine.,2865360,2024-07-11,0.0,,715.23,GBP,94789.56
ACC0042,2024-07-11,Exist garden sing grow everything.,,2024-07-11,3160.31,SGD,0.0,,83717.42
ACC0009,2024-07-11,Play window dark of participant far.,4103185,2024-07-11,0.0,,1646.36,USD,39299.21
ACC0039,2024-07-11,Step theory Mrs.,5698659,2024-07-11,0.0,,2808.02,INR,50681.43
ACC0023,2024-07-11,Author similar human citizen billion.,0501423,2024-07-11,970.52,EUR,0.0,,83965.16
ACC0007,2024-07-12,Party minute writer painting more collection.,,2024-07-12,486.49,JPY,0.0,,28394.54
ACC0033,2024-07-12,Listen standard dinner table.,9303122,2024-07-12,3585.78,INR,0.0,,32807.92
ACC0046,2024-07-12,Institution today charge.,,2024-07-12,3886.95,JPY,0.0,,38638.26
ACC0026,2024-07-12,Wrong memory company.,,2024-07-12,2199.83,INR,0.0,,42221.98
ACC0045,2024-07-12,While dream still woman popular American.,3104792,2024-07-12,0.0,,3700.79,USD,85274.46
ACC0040,2024-07-12,Strategy relationship meet office discover get.,1634189,2024-07-12,4167.38,JPY,0.0,,24363.53
ACC0018,2024-07-12,Dream treatment present interesting cell.,3917602,2024-07-12,1898.23,USD,0.0,,53618.71
ACC0007,2024-07-13,Sign alone think.,2111394,2024-07-13,0.0,,1710.23,SGD,22807.29
ACC0045,2024-07-13,Minute front two easy.,,2024-07-13,3883.52,USD,0.0,,38378.14
ACC0034,2024-07-13,Professional partner born specific movement.,,2024-07-13,0.0,,1726.25,USD,93830.21
ACC0027,2024-07-13,Energy development evidence few war head.,,2024-07-13,0.0,,2703.26,EUR,27170.56
ACC0031,2024-07-13,Majority bar operation this fly.,,2024-07-13,4994.22,JPY,0.0,,13994.2
ACC0049,2024-07-13,Save air realize rock.,0388525,2024-07-13,0.0,,1555.93,SGD,31682.87
ACC0040,2024-07-13,Young attack recognize teacher.,3448578,2024-07-13,0.0,,4492.06,INR,22932.12
ACC0031,2024-07-13,Politics else door few increase.,,2024-07-13,651.01,EUR,0.0,,32222.03
ACC0023,2024-07-13,Remember trouble prepare son something.,,2024-07-13,1108.54,JPY,0.0,,87858.19
ACC0023,2024-07-14,Support born idea maybe government most green.,,2024-07-14,2350.68,JPY,0.0,,56575.88
ACC0044,2024-07-14,Police computer pick suffer maybe.,4769075,2024-07-14,0.0,,4430.48,EUR,96959.31
ACC0017,2024-07-14,Available field treatment American.,4592776,2024-07-14,0.0,,3734.42,INR,68036.68
ACC0009,2024-07-14,Successful each week politics forward.,3234862,2024-07-14,2031.67,SGD,0.0,,63793.09
ACC0036,2024-07-14,Election there pay few.,9713259,2024-07-14,4239.51,JPY,0.0,,56164.69
ACC0048,2024-07-14,Already always issue blue to itself position against.,6785618,2024-07-14,0.0,,703.51,GBP,56089.79
ACC0007,2024-07-14,Each clearly analysis back there adult process.,6152759,2024-07-14,2134.05,EUR,0.0,,84076.64
ACC0040,2024-07-15,Policy all pressure federal blue animal white crime.,9885495,2024-07-15,0.0,,4614.56,GBP,36126.97
ACC0039,2024-07-15,Add church recently gun.,,2024-07-15,0.0,,495.96,INR,18545.87
ACC0012,2024-07-15,Address could to.,,2024-07-15,2382.83,SGD,0.0,,21420.23
ACC0008,2024-07-15,Identify strategy report forward.,,2024-07-15,690.53,SGD,0.0,,9359.07
ACC0043,2024-07-15,Day notice whose audience situation skin cold no.,1013300,2024-07-15,3776.44,USD,0.0,,81832.02
ACC0019,2024-07-15,Expert help fire.,,2024-07-15,3876.92,EUR,0.0,,52015.04
ACC0034,2024-07-15,Little beat professional score interest material different.,,2024-07-15,0.0,,3789.51,USD,90076.34
ACC0039,2024-07-15,Best Republican gun myself.,,2024-07-15,1420.71,INR,0.0,,47959.21
ACC0028,2024-07-15,Consumer war three.,9766675,2024-07-15,4174.23,EUR,0.0,,89072.81
ACC0035,2024-07-15,Others reason with item worry also almost us.,8804303,2024-07-15,4441.84,INR,0.0,,26769.78
ACC0023,2024-07-16,Even daughter town nice material million power prepare.,0965790,2024-07-16,0.0,,4206.25,GBP,67961.71
ACC0013,2024-07-16,Need beat anyone subject but in stuff small.,4515027,2024-07-16,3377.85,JPY,0.0,,17563.88
ACC0029,2024-07-16,Begin central successful without enough west military.,,2024-07-16,0.0,,4787.54,SGD,81276.26
ACC0002,2024-07-16,Address about party yourself move.,,2024-07-16,2211.42,EUR,0.0,,23984.22
ACC0034,2024-07-16,Into drop top play expect piece somebody decide.,4189006,2024-07-16,0.0,,2400.26,SGD,18672.24
ACC0042,2024-07-16,Worker send cost science Mr war every member.,6783921,2024-07-16,3146.47,GBP,0.0,,25318.31
ACC0013,2024-07-16,Market heart option sure enter.,1810915,2024-07-16,0.0,,3877.59,JPY,5493.56
ACC0011,2024-07-17,Owner child risk thank environmental action.,,2024-07-17,162.53,GBP,0.0,,31483.65
ACC0044,2024-07-17,Reach magazine rich green born.,2171307,2024-07-17,2629.29,USD,0.0,,71992.5
ACC0017,2024-07-17,Build national later store computer yard address old.,6214880,2024-07-17,0.0,,3703.6,JPY,71042.41
ACC0014,2024-07-17,Tonight myself common page.,4049049,2024-07-17,3205.56,USD,0.0,,53319.23
ACC0020,2024-07-17,Model physical no best.,3374601,2024-07-17,0.0,,859.56,SGD,42318.25
ACC0021,2024-07-17,Act end moment.,,2024-07-17,136.18,INR,0.0,,17635.41
ACC0002,2024-07-17,Smile simply have about continue to type.,,2024-07-17,0.0,,4532.81,JPY,74967.47
ACC0050,2024-07-17,Left camera chair character society break.,0016608,2024-07-17,0.0,,2803.41,JPY,28452.12
ACC0012,2024-07-17,Color discuss against.,,2024-07-17,0.0,,603.43,SGD,76515.89
ACC0019,2024-07-18,Public image interesting still health want enjoy.,,2024-07-18,0.0,,1174.26,EUR,25509.24
ACC0041,2024-07-18,Much today simple police.,4087102,2024-07-18,667.85,INR,0.0,,91640.42
ACC0018,2024-07-18,Word head catch example citizen worker.,,2024-07-18,0.0,,1144.44,GBP,19957.18
ACC0018,2024-07-18,Than how soon rest prevent.,3823071,2024-07-18,4233.05,JPY,0.0,,92992.81
ACC0049,2024-07-18,Cover show there low keep attack water phone.,,2024-07-18,929.75,JPY,0.0,,77360.02
ACC0046,2024-07-18,Wrong development little form order here.,,2024-07-18,0.0,,4510.71,EUR,89148.52
ACC0028,2024-07-18,Reach series pay short buy around.,4962782,2024-07-18,3511.75,GBP,0.0,,32796.04
ACC0018,2024-07-18,Relationship skill business executive describe week trouble.,,2024-07-18,0.0,,4649.08,JPY,36913.88
ACC0039,2024-07-18,This interview prove message cell establish.,1864466,2024-07-18,3387.08,SGD,0.0,,81159.43
ACC0006,2024-07-18,Society whatever population budget rather knowledge significant.,,2024-07-18,4705.09,INR,0.0,,31187.85
ACC0022,2024-07-19,Mind wonder total bill.,5255261,2024-07-19,3813.29,USD,0.0,,33286.22
ACC0046,2024-07-19,Pressure argue time laugh budget vote treat right.,,2024-07-19,0.0,,496.35,USD,81930.92
ACC0009,2024-07-19,Former center politics television.,0005427,2024-07-19,0.0,,1173.01,INR,34697.21
ACC0049,2024-07-19,Hotel also gas I.,,2024-07-19,4647.1,INR,0.0,,68764.82
ACC0024,2024-07-19,Relationship especially fall prevent price important because.,,2024-07-19,3760.46,EUR,0.0,,46857.4
ACC0050,2024-07-19,Prepare white return stay.,3469314,2024-07-19,3939.25,EUR,0.0,,99986.15
ACC0016,2024-07-19,Necessary dream red language white free.,8994498,2024-07-19,3966.8,USD,0.0,,42906.86
ACC0028,2024-07-19,Situation account door sense.,,2024-07-19,0.0,,2415.65,JPY,96064.92
ACC0006,2024-07-19,Above member own sure star.,,2024-07-19,1926.83,USD,0.0,,64382.34
ACC0041,2024-07-20,Discover rich might population pay cold effect.,,2024-07-20,1341.61,INR,0.0,,26939.07
ACC0029,2024-07-20,Along store address report hospital.,,2024-07-20,0.0,,3370.54,INR,47366.15
ACC0007,2024-07-20,Brother public beat majority should seven.,,2024-07-20,0.0,,4087.15,JPY,71875.1
ACC0008,2024-07-20,If both really evidence commercial interesting enough.,9443492,2024-07-20,0.0,,4547.44,EUR,27575.42
ACC0017,2024-07-20,Rather save boy option sea family structure.,,2024-07-20,156.32,EUR,0.0,,61972.88
ACC0005,2024-07-20,Those throughout later buy few than both space.,4028605,2024-07-20,0.0,,2136.84,EUR,43185.37
ACC0016,2024-07-20,Follow marriage design home director thousand myself.,9837142,2024-07-20,661.82,GBP,0.0,,14954.86
ACC0011,2024-07-20,Such action career local sometimes tree drop research.,5498916,2024-07-20,592.57,INR,0.0,,42500.5
ACC0016,2024-07-20,Hotel cell push teach.,7385530,2024-07-20,0.0,,4488.75,JPY,19349.69
ACC0022,2024-07-21,Board Democrat computer show window.,7441389,2024-07-21,0.0,,4131.84,INR,16138.02
ACC0040,2024-07-21,Study in economic laugh key alone.,7372508,2024-07-21,0.0,,730.14,JPY,24089.73
ACC0003,2024-07-21,Certainly city now dark yourself section fund relate.,3316985,2024-07-21,0.0,,661.04,SGD,41850.58
ACC0001,2024-07-21,Check catch staff in case your push.,,2024-07-21,4936.05,JPY,0.0,,67530.65
ACC0016,2024-07-21,Start couple usually meeting try dark have total.,,2024-07-21,3293.63,INR,0.0,,79396.71
ACC0037,2024-07-21,Already defense soon who budget prove same cut.,0309388,2024-07-21,2039.74,JPY,0.0,,45699.8
ACC0036,2024-07-21,Pick best rate point happy.,9133603,2024-07-21,599.63,SGD,0.0,,94684.99
ACC0001,2024-07-21,Even leader including network participant.,4737645,2024-07-21,3106.94,GBP,0.0,,75091.29
ACC0047,2024-07-21,Trade point expect officer example relationship.,,2024-07-21,0.0,,282.38,EUR,41444.32
ACC0002,2024-07-21,Child career instead.,9444404,2024-07-21,140.31,INR,0.0,,47133.0
ACC0044,2024-07-22,Reduce trouble door family admit economic.,,2024-07-22,4408.09,EUR,0.0,,18975.92
ACC0026,2024-07-22,Teach add born space open two inside scientist.,,2024-07-22,0.0,,318.48,GBP,80389.92
ACC0025,2024-07-22,If very bar between myself whether decision.,1583045,2024-07-22,3464.64,JPY,0.0,,41402.97
ACC0050,2024-07-22,Break food experience past condition.,8405334,2024-07-22,0.0,,2743.59,INR,12526.39
ACC0022,2024-07-22,Become article chair usually generation.,,2024-07-22,4850.66,INR,0.0,,11442.7
ACC0050,2024-07-22,Get explain car join place.,7048788,2024-07-22,375.44,JPY,0.0,,83690.53
ACC0025,2024-07-22,Oil customer police sound another practice know.,4785733,2024-07-22,0.0,,1393.58,INR,36250.18
ACC0025,2024-07-22,Here cut have because keep.,,2024-07-22,539.6,USD,0.0,,68557.66
ACC0030,2024-07-23,Relate role senior citizen Mr they while.,3468209,2024-07-23,3857.61,JPY,0.0,,97275.09
ACC0022,2024-07-23,Method break left model traditional would light.,9788904,2024-07-23,877.96,USD,0.0,,24584.96
ACC0050,2024-07-23,Book executive government sound local.,2908732,2024-07-23,0.0,,3398.09,SGD,20744.45
ACC0015,2024-07-23,Our check ok again here choice life.,,2024-07-23,0.0,,2759.67,GBP,56933.14
ACC0009,2024-07-23,Culture black land modern create remember.,5012542,2024-07-23,3863.66,SGD,0.0,,26573.77
ACC0025,2024-07-23,Budget since it.,,2024-07-23,0.0,,3533.78,USD,7465.09
ACC0040,2024-07-23,Opportunity pay beautiful story kid contain.,1914606,2024-07-23,0.0,,4786.36,USD,56806.37
ACC0045,2024-07-23,Deep five five score training all.,5475184,2024-07-23,0.0,,3087.54,JPY,28288.19
ACC0048,2024-07-23,About grow high certainly.,5506920,2024-07-23,2409.45,INR,0.0,,16463.61
ACC0027,2024-07-24,Decide admit stock seek force offer.,,2024-07-24,0.0,,4483.61,EUR,75048.08
ACC0017,2024-07-24,Pull matter very old old health.,,2024-07-24,3665.3,USD,0.0,,48284.27
ACC0004,2024-07-24,Book nice never reality candidate stock style.,1116263,2024-07-24,1237.31,SGD,0.0,,5629.95
ACC0020,2024-07-24,Such culture bar see different air.,3553740,2024-07-24,0.0,,473.42,USD,57344.8
ACC0003,2024-07-24,Though somebody arm approach turn by ground.,,2024-07-24,0.0,,2091.3,EUR,8148.3
ACC0003,2024-07-24,Piece building well product ever cut doctor high.,7690264,2024-07-24,0.0,,4269.15,JPY,36731.59
ACC0001,2024-07-24,If vote friend simple church box action.,2277087,2024-07-24,1168.77,GBP,0.0,,21722.25
ACC0035,2024-07-24,Drop unit this chance play others myself.,,2024-07-24,0.0,,4888.86,SGD,96302.92
ACC0019,2024-07-24,Body other data some instead half plant able.,,2024-07-24,0.0,,1154.04,GBP,21510.59
ACC0024,2024-07-25,Seven letter relate six know.,2179177,2024-07-25,0.0,,3283.13,INR,13944.66
ACC0004,2024-07-25,Too their would let.,5581690,2024-07-25,444.36,JPY,0.0,,10729.18
ACC0031,2024-07-25,Spend head movement several center avoid.,6722005,2024-07-25,0.0,,2652.11,JPY,74862.07
ACC0035,2024-07-25,Series kitchen again.,,2024-07-25,0.0,,3520.18,JPY,36954.44
ACC0042,2024-07-25,Eat listen happen including.,,2024-07-25,0.0,,3250.88,GBP,62859.44
ACC0043,2024-07-25,Story end medical color material man prevent.,4661907,2024-07-25,810.44,SGD,0.0,,52652.76
ACC0009,2024-07-25,Like attorney street story thank.,,2024-07-25,2966.04,JPY,0.0,,22829.36
ACC0031,2024-07-25,Talk new bag process major level learn.,,2024-07-25,2802.04,JPY,0.0,,36402.14
ACC0036,2024-07-25,Young road nation forget very soldier special cover.,,2024-07-25,0.0,,1959.02,USD,63987.28
ACC0037,2024-07-25,Moment body network law second threat.,4370341,2024-07-25,4940.54,USD,0.0,,80185.36
ACC0004,2024-07-26,Production hit forward her stuff couple economic.,,2024-07-26,4681.96,EUR,0.0,,83442.89
ACC0041,2024-07-26,Surface health line model charge difficult.,,2024-07-26,0.0,,338.67,JPY,77329.95
ACC0043,2024-07-26,Table continue reality.,8476073,2024-07-26,2446.81,JPY,0.0,,37736.86
ACC0009,2024-07-26,Some director cultural and Republican.,,2024-07-26,2143.37,INR,0.0,,72158.84
ACC0036,2024-07-26,View somebody detail beautiful financial.,,2024-07-26,0.0,,4679.88,SGD,19071.81
ACC0008,2024-07-26,Believe trouble my indeed official always.,,2024-07-26,839.96,INR,0.0,,16404.84
ACC0010,2024-07-26,Many successful drug her stop let song.,3232461,2024-07-26,0.0,,1229.97,JPY,56343.14
ACC0002,2024-07-26,Event enough many region.,,2024-07-26,4215.07,INR,0.0,,52183.13
ACC0021,2024-07-26,Understand method born benefit commercial.,,2024-07-26,2487.11,SGD,0.0,,83871.55
ACC0010,2024-07-27,Billion make lead from participant option impact.,8794514,2024-07-27,0.0,,2205.83,INR,45632.3
ACC0004,2024-07-27,Look suddenly plant agree.,,2024-07-27,3541.1,GBP,0.0,,34523.79
ACC0001,2024-07-27,Card scientist or.,5568913,2024-07-27,0.0,,1753.22,INR,99854.02
ACC0015,2024-07-27,Front loss argue street hair reason.,,2024-07-27,4578.31,INR,0.0,,18445.32
ACC0011,2024-07-27,Majority force college style go same senior start.,,2024-07-27,4710.01,EUR,0.0,,34045.93
ACC0049,2024-07-28,Every inside a walk ago firm base plant.,9867790,2024-07-28,0.0,,4863.11,EUR,25222.09
ACC0004,2024-07-28,Set my law of treat.,,2024-07-28,0.0,,1277.57,SGD,38601.2
ACC0027,2024-07-28,Budget ahead worry foot chance.,,2024-07-28,4824.18,INR,0.0,,73249.27
ACC0027,2024-07-28,Trial special way their develop.,1320327,2024-07-28,4774.49,GBP,0.0,,66561.58
ACC0007,2024-07-28,Boy brother effort part add image pay.,7094151,2024-07-28,0.0,,3756.15,USD,71907.55
ACC0035,2024-07-28,Everybody particularly build test during.,,2024-07-28,4403.54,GBP,0.0,,38355.84
ACC0001,2024-07-28,Raise hot treat board.,,2024-07-28,1259.46,JPY,0.0,,57039.19
ACC0032,2024-07-28,Body section best arm.,6657515,2024-07-28,480.0,INR,0.0,,67902.3
ACC0007,2024-07-29,Statement certainly author least project serious.,,2024-07-29,0.0,,3816.81,INR,69909.58
